37075|0.0|10039
37222|0.0015445009331359805|10035
40902|0.018960982025427443|10032
46259|0.001636615028640763|10002
46838|0.0|10034
48180|0.0023827412257164324|10040
50332|0.0|10026
51241|0.0|10030
51413|0.0018671152228763666|10031
52945|0.017476756502294927|10037
53967|0.005216007044996528|10033
56937|0.0023206723394212743|10029
57767|0.0|10027
78138|0.0|10009
79288|0.0|10110
89760|0.003109815354713314|10038
89879|0.0|10036
107615|0.0|10199
108784|0.0|10069
112009|0.0005930272480414495|10025
112292|0.0|10018
116427|0.0|10162
117866|0.0|10044
123113|0.02788777010974092|10001
133175|0.006684081130915796|10019
135999|0.0|10012
137106|0.022838738013322597|10010
137738|0.12559155442300693|10013
138990|0.012796649604467194|10280
139331|0.004644742487268929|10003
143247|0.0|10278
144872|0.0270519397242706|10016
146411|0.0|10170
146411|0.0|10171
147680|0.0|10020
149724|0.04737847329184893|10017
151404|0.0|10165
156683|0.0|10004
156776|0.0|10006
158965|0.002380952380952381|10022
160937|0.00464062397873592|10011
162205|0.0015821340554355433|10014
163763|0.23137771918259722|10005
180473|0.007117138338324865|10128
188422|0.0|10075
191408|0.0006830934374237619|10024
191674|0.006507936507936508|10065
192258|0.004961626827002982|10028
194366|0.0022372122978882073|10023
198530|0.03275756683947208|10021
256236|0.01278409090909091|10007
