10003|0.004644742487268929
10010|0.022838738013322597
10029|0.0023206723394212743
10033|0.005216007044996528
10016|0.0270519397242706
10037|0.017476756502294927
10024|0.0006830934374237619
10001|0.02788777010974092
10038|0.003109815354713314
10002|0.001636615028640763
10017|0.04737847329184893
10013|0.12559155442300693
10032|0.018960982025427443
10023|0.0022372122978882073
10007|0.01278409090909091
10031|0.0018671152228763666
10028|0.004961626827002982
10019|0.006684081130915796
10011|0.00464062397873592
10014|0.0015821340554355433
10035|0.0015445009331359805
10040|0.0023827412257164324
10005|0.23137771918259722
10065|0.006507936507936508
10025|0.0005930272480414495
10021|0.03275756683947208
10022|0.002380952380952381
10280|0.012796649604467194
10128|0.007117138338324865
